,조회연도,기업명,안정성유동비율,자기자본구성비율,부채비율,매출액순이익율,자기자본순이익율,매출액영업이익율,총자산순이익율,총자산회전율,자기자본회전율,총수지비율,경상수지비율,영업수지비율,영업수익,영업비용,영업이익,영업외수익,영업외비용,법인세차감전이익,법인세등,당기순이익,지자체,수도권여부,지역,설립기관,운영구분,공기업유형
1774,2019,의왕시공영개발,66319.47,99.87,0.13,0,8.96,8.96,8.95,0,0,242.4,242.4,0,0,819,-819,1984,0,1165,0,1165,기초,수도권,경기도,경기도 의왕시,직영,공영개발
1775,2020,의왕시공영개발,88234.62,99.92,0.08,0,49.41,49.41,49.36,0,0,1043.7,1043.7,0,0,919,-919,9599,0,8680,0,8680,기초,수도권,경기도,경기도 의왕시,직영,공영개발
1776,2011,시흥시공영개발,1281.09,56.11,78.21,2586.48,0.03,0,0,0,0,109.33,108.98,0.36,5,1380,-1375,1499,0,124,0,124,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1777,2012,시흥시공영개발,262.31,49.24,103.1,-533.35,-0.37,0,0,0,0,47.89,47.89,9.77,270,2763,-2493,1053,0,-1440,0,-1440,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1778,2013,시흥시공영개발,284.02,49.02,104.01,-56.91,-0.11,-346.94,-0.05,0,0,87.27,87.27,22.37,729,3259,-2530,2115,0,-415,0,-415,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1779,2014,시흥시공영개발,124.14,12.22,718.54,-423.28,-0.99,-661.09,-0.28,0,0,44.38,44.38,13.14,598,4555,-3957,1423,0,-2534,0,-2534,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1780,2015,시흥시공영개발,115,10,861,64,0.33,-495,-0.04,0,0.01,110,110,16,717,4266,-3549,4013,0,464,0,464,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1781,2016,시흥시공영개발,109,9,1011,1001,3,-282,0,0,0,328,328,26,597,2284,-1687,8002,334,5981,0,5981,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1782,2017,시흥시공영개발,109.54,8.76,1042.14,735.96,3.65,-154.71,0.32,0,0,387.79,387.79,39.26,887,2258,-1371,7902,9,6522,0,6522,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1783,2018,시흥시공영개발,108.54,9.58,944.28,-363.05,3.79,1580.45,0.35,0,0,437.82,437.82,21.6,477,2211,-1734,9305,23,7548,0,7548,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1784,2019,시흥시공영개발,145.43,33.97,194.39,12.52,50.05,11.82,9.07,0.72,4,114.2,114.2,113.41,12505,2383,10122,6326,0,16448,0,16448,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1785,2020,시흥시공영개발,166.19,57.63,73.52,6.73,9.65,5.62,4.18,0.62,1.43,107.13,107.13,105.96,36198,1821,34377,7003,217,41162,0,41162,기초,수도권,경기도,경기도 시흥시,직영,공영개발
1786,2011,의정부시공영개발,152.4,34.61,188.9,14.36,0.01,0,0,0,0,102.7,102.7,25.8,145,562,-417,642,204,21,0,21,기초,수도권,경기도,경기도 의정부시,직영,공영개발
1787,2012,의정부시공영개발,140,29,246,46,0,0,0,0,0,103,103,6,45,789,-744,765,0,21,0,21,기초,수도권,경기도,경기도 의정부시,직영,공영개발
1788,2013,의정부시공영개발,138.68,28.1,255.87,89.26,2.36,55.3,0.67,0.01,0.03,251.38,251.38,223.69,2047,915,1132,987,292,1827,0,1827,기초,수도권,경기도,경기도 의정부시,직영,공영개발
1789,2014,의정부시공영개발,138.5,28.02,256.89,3454.6,0.91,0,0.25,0.01,0,340.4,340.4,6.96,20665,296744,-276079,990179,210,713890,0,713890,기초,수도권,경기도,경기도 의정부시,직영,공영개발
1796,2011,성남시공영개발,868507.03,96.68,3.44,311.61,2,-176.9,1.93,0.01,0.01,208.61,208.61,36.12,680,1883,-1203,3391,68,2120,0,2120,기초,수도권,경기도,경기도 성남시,직영,공영개발
1797,2012,성남시공영개발,894895.08,96.01,4.15,164.95,1.56,-93,1.51,0.01,0.01,185.58,185.58,51.92,1059,2039,-980,2729,2,1747,0,1747,기초,수도권,경기도,경기도 성남시,직영,공영개발
1798,2013,성남시공영개발,141736.41,95.97,4.2,126.92,0.74,-259.2,0.71,0.01,0.01,135.31,135.31,27.84,673,2417,-1744,2599,2,853,0,853,기초,수도권,경기도,경기도 성남시,직영,공영개발
1799,2014,성남시공영개발,127782.55,95.94,4.23,152.35,0.92,-185.7,0.88,0.01,0.01,153.31,153.31,35.01,708,2022,-1314,2394,1,1079,0,1079,기초,수도권,경기도,경기도 성남시,직영,공영개발
1800,2015,성남시공영개발,124775.72,95.96,4.21,62.26,0.41,-192,0.39,0.01,0.01,121.27,121.27,34.2,774,2263,-1489,1972,1,482,0,482,기초,수도권,경기도,경기도 성남시,직영,공영개발
1801,2016,성남시공영개발,125868.79,95.89,4.29,-71.29,-0.32,-3.29,-0.31,0,0,83.37,83.37,23.34,536,2295,-1759,1378,1,-382,0,-382,기초,수도권,경기도,경기도 성남시,직영,공영개발
1802,2017,성남시공영개발,127324.02,95.86,4.32,-14.96,-0.08,-2.18,-0.08,0.01,0.01,95.29,95.29,31.48,622,1976,-1354,1262,1,-93,0,-93,기초,수도권,경기도,경기도 성남시,직영,공영개발
1803,2018,성남시공영개발,116217.18,95.95,4.22,130.6,0.51,-3,0.49,0,0,132.58,132.58,25,467,1868,-1401,2015,4,610,0,610,기초,수도권,경기도,경기도 성남시,직영,공영개발
1804,2019,성남시공영개발,196305,96.09,4.07,50.08,0.2,-3.28,0.2,0,0,111.87,111.87,23.37,423,1576,-1153,1788,0,635,0,635,기초,수도권,경기도,경기도 성남시,직영,공영개발
1805,2020,성남시공영개발,221565.25,96.08,4.07,-122.86,-0.46,-4.23,-0.44,0,0,76.52,76.52,19.11,393,1848,-1455,1523,0,68,0,68,기초,수도권,경기도,경기도 성남시,직영,공영개발
1806,2011,제주특별자치도하수도,2654.54,83.85,19.26,-133.13,-5.23,-147.7,-4.74,0.04,0.04,46.98,46.98,40.37,10470,25934,-15464,1882,356,-13938,0,-13938,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1807,2012,제주특별자치도하수도,1288.02,74.98,18.46,-141.34,-5.54,-176.01,-4.66,0.03,0.04,49.14,49.14,36.23,10516,29027,-18511,3844,197,-14864,0,-14864,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1808,2013,제주특별자치도하수도,246.68,53.43,71.26,-262.38,-6.99,-403.89,-4.41,0.02,0.03,50.51,50.51,20.25,18880,93249,-74369,30426,4369,-48312,0,-48312,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1809,2014,제주특별자치도하수도,309.98,61.98,51.51,-407.74,-9.69,-471.52,-6.05,0.01,1.03,32.51,32.51,17.85,20030,112241,-92211,18388,5916,-79739,0,-79739,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1810,2015,제주특별자치도하수도,398.4,62.01,51.05,-317.3,-8.29,-362.43,-5.48,0.02,0.03,33.96,33.96,21.62,25511,117972,-92461,16113,4597,-80945,0,-80945,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1811,2016,제주특별자치도하수도,466,63.53,46.58,-273.93,-7.62,-300.24,-5.12,0.02,0.03,35.58,35.58,24.99,29462,117916,-88454,15104,7355,-80705,0,-80705,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1812,2017,제주특별자치도하수도,425.2,64.83,43.26,-294.44,-8.83,-311.1,-6.1,0.02,0.03,33.78,33.78,24.33,34077,140091,-106014,17107,11430,-100337,0,-100337,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1813,2018,제주특별자치도하수도,414.63,66.54,39.85,-249.24,-7.7,-272.93,-5.44,0.02,0.03,36.38,36.38,26.81,37193,138705,-101512,15806,6996,-92702,0,-92702,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1814,2019,제주특별자치도하수도,397.92,65.72,39.88,-255.19,-8.42,-280.99,-6.02,0.02,0.03,35.18,35.18,26.25,41136,156726,-115590,15836,5220,-104974,0,-104974,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1815,2020,제주특별자치도하수도,309.74,65.67,39.34,-224.68,-8.66,-247.46,-6.21,0.03,0.04,36.95,36.95,28.78,48677,169133,-120457,15415,4325,-109367,0,-109367,광역,비수도권,제주특별자치도,제주특별자치도,직영,하수도
1816,2011,창녕군하수도,297.75,92.96,7.57,-365.38,-3.08,-3.08,-2.8,0.01,0.01,60.75,60.75,11.3,773,6839,-6066,3598,355,-2823,0,-2823,기초,비수도권,경상남도,경상남도 창녕군,직영,하수도
1817,2012,창녕군하수도,313.77,96.13,4.02,-638.58,-4.8,-4.8,-4.54,0.01,0.01,45.8,45.8,8.68,725,8350,-7625,3187,191,-4629,0,-4629,기초,비수도권,경상남도,경상남도 창녕군,직영,하수도
1818,2013,창녕군하수도,342.65,98.05,1.99,-575.57,-5,-876.04,-4.85,0.01,0.01,41.6,41.6,10.25,843,8226,-7383,2612,80,-4851,0,-4851,기초,비수도권,경상남도,경상남도 창녕군,직영,하수도
1819,2014,창녕군하수도,3509.8,99.2,0.8,-459.88,-3.76,-860.04,-3.71,0.01,0.01,52.31,52.31,10.42,847,8127,-7280,3423,36,-3893,0,-3893,기초,비수도권,경상남도,경상남도 창녕군,직영,하수도
1820,2015,창녕군하수도,6563.14,99.52,0.48,-379.84,-3.39,-717.04,-3.37,0.01,0.01,53.55,53.55,12.24,1072,8759,-7687,3623,8,-4072,0,-4072,기초,비수도권,경상남도,경상남도 창녕군,직영,하수도
1821,2016,창녕군하수도,3066.2,99.73,0.27,-381.84,-3.05,-725.2,-3.04,0.01,0.01,53.74,53.74,12.12,1121,9247,-8126,3850,3,-4279,0,-4279,기초,비수도권,경상남도,경상남도 창녕군,직영,하수도
1836,2011,밀양시하수도,296.06,96.63,3.49,-352.44,-3.61,-3.61,-3.44,0.01,0.01,55.72,55.72,12.83,1365,5939,-4574,4688,224,-110,0,-110,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1837,2012,밀양시하수도,1640.69,98.01,2.03,-418.64,-4.01,-4.01,-3.91,0.01,0.01,51.64,51.64,11.66,1401,12019,-10618,4863,112,-5867,0,-5867,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1838,2013,밀양시하수도,2021.09,98.44,1.58,-412.87,-3.81,-803.77,-3.74,0.01,0.01,54.5,54.5,11.06,1471,13296,-11825,5803,52,-6074,0,-6074,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1839,2014,밀양시하수도,2168.3,98.83,1.19,-476.89,-3.92,-894.24,-3.87,0.01,0.01,52.18,52.18,10.06,1453,14444,-12991,6107,44,-6928,0,-6928,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1840,2015,밀양시하수도,119.04,99.13,0.87,-285,-3.12,-632,-3.09,0.01,0.01,61.07,61.07,13.65,2135,15639,-13504,7426,17,-6095,0,-6095,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1841,2016,밀양시하수도,2242.06,99.44,0.56,-226.89,-2.85,-496.41,-2.83,0.01,0.01,61.96,61.96,16.78,2803,16706,-13903,7552,7,-6358,0,-6358,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1842,2017,밀양시하수도,5565.5,99.67,0.32,-171,-2.16,-374.93,-2.15,0.01,0.01,64.01,64.01,21.06,3255,15457,-12202,6645,8,-5565,0,-5565,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1843,2018,밀양시하수도,5874.84,99.86,0.14,-146.14,-2.06,-312.09,-2.05,0.01,0.01,64.57,64.57,24.27,4106,16919,-12813,6828,14,-5999,0,-5999,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1844,2019,밀양시하수도,5978294.32,100,0,-149.89,-2.24,-273.65,-2.24,0.01,0.01,59.96,59.96,26.76,4864,18173,-13309,6053,33,-7289,0,-7289,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1845,2020,밀양시하수도,4093020.53,100,0,-117.37,-1.8,-229.97,-1.8,0.02,0.02,64.55,64.55,30.31,5294,17468,-12174,6019,58,-6213,0,-6213,기초,비수도권,경상남도,경상남도 밀양시,직영,하수도
1849,2014,통영시하수도,157.13,44.87,122.89,-482.7,-15.75,-399.43,-7.09,0.01,0.03,27.53,27.53,20.02,2519,12579,-10060,2099,4196,-12157,0,-12157,기초,비수도권,경상남도,경상남도 통영시,직영,하수도
1850,2015,통영시하수도,148.9,44.51,124.67,-456.9,-16.18,-381.92,-7.23,0.02,0.04,28.39,28.39,20.75,2605,12553,-9948,2113,4067,-11902,0,-11902,기초,비수도권,경상남도,경상남도 통영시,직영,하수도
1851,2016,통영시하수도,123,42,140,-432,-17,-365,-7,0,0,30,30,22,2598,12076,-9478,2152,3891,-11217,0,-11217,기초,비수도권,경상남도,경상남도 통영시,직영,하수도
1852,2017,통영시하수도,161.56,42.14,137.28,-435.47,-18.93,-390.2,-7.93,0.02,0.04,31.08,31.08,20.4,2639,12937,-10298,2542,3737,-11493,0,-11493,기초,비수도권,경상남도,경상남도 통영시,직영,하수도
1853,2018,통영시하수도,120.41,42.39,135.9,-423.74,-18.6,-371.98,-7.86,0.02,0.04,30.57,30.57,21.19,2583,12192,-9609,2236,3573,-10946,0,-10946,기초,비수도권,경상남도,경상남도 통영시,직영,하수도
1854,2019,통영시하수도,65.91,42.38,135.97,-447.41,-19.56,-433.03,-8.29,0.02,0.05,32.33,32.33,18.27,2536,13883,-11347,2712,2347,-10982,0,-10982,기초,비수도권,경상남도,경상남도 통영시,직영,하수도
1855,2020,통영시하수도,31.75,42.91,133.02,-408.95,-19.24,-418.69,-8.21,0.02,0.05,34.17,34.17,19.28,2517,13056,-10539,2826,2580,-10293,0,-10293,기초,비수도권,경상남도,경상남도 통영시,직영,하수도
1856,2011,거창군하수도,10945.84,99.97,0.03,-382.61,-1.8,-1.8,-1.8,0,0,63.75,63.75,9.48,524,5525,-5001,2999,2,-2004,0,-2004,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1857,2012,거창군하수도,92.77,78.08,28.07,-920.77,-4.1,-4.1,-4.1,0,0,46.64,46.64,6.98,542,7761,-7219,3819,1588,-4988,0,-4988,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1858,2013,거창군하수도,208.63,79.43,25.9,-312.96,-1.72,-1381.93,-1.36,0,0.01,81.66,81.66,6.75,767,12138,-11371,11502,0,131,0,131,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1859,2014,거창군하수도,197.17,80.11,24.82,-485.04,-2.42,-1744.7,-1.93,0,0,76.66,76.66,5.42,632,8730,-8098,9525,0,1427,101,1326,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1860,2015,거창군하수도,201,80,24,-690,-3,-1830,-3,0,0,68,68,5,628,12128,-11500,8583,1418,-4335,0,-4335,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1861,2016,거창군하수도,267.32,81.25,23.07,-533.53,-3.43,-1401.82,-2.77,0.01,0.01,68.08,68.08,6.66,803,12063,-11260,8336,0,-2924,1362,-4286,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1862,2017,거창군하수도,434.22,82.67,20.96,-399.26,-2.57,-1211.03,-2.11,0.01,0.01,72.8,72.8,7.63,825,10817,-9992,7993,0,-1999,1295,-3294,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1863,2018,거창군하수도,347.87,83.74,19.42,-305.46,-2.26,-1022.62,-1.88,0.01,0.01,75.52,75.52,8.91,982,11029,-10047,8275,1229,-3001,0,-3001,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1864,2019,거창군하수도,365.52,84.72,18.03,-383.87,-2.68,-1190.84,-2.25,0.01,0.01,72.86,72.86,7.75,939,11709,-10770,8737,1160,-3193,0,-3193,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1865,2020,거창군하수도,282.88,85.7,16.69,-261.08,-2.14,-1079.61,-1.82,0.01,0.01,79.56,79.56,8.48,1115,13160,-12045,1022,1090,-2912,0,-2912,기초,비수도권,경상남도,경상남도 거창군,직영,하수도
1866,2011,사천시하수도,102680,101552,99.92,-426.8,-4.54,-4.54,-4.54,0.02,0.02,46.07,46.07,18.98,2587,13631,-11044,3693,0,-7351,0,-7351,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1867,2012,사천시하수도,3175,99.83,0.17,-311.51,-5.11,-5.11,-5.11,0.02,0.02,42.95,42.95,18.51,2638,14250,-11612,3550,156,-8218,0,-8218,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1868,2013,사천시하수도,49226,99.86,0.14,-270.5,-5.07,-386.4,-5.06,0.02,0.02,44.64,44.64,20.56,3020,14688,-11668,3565,65,-8168,0,-8168,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1869,2014,사천시하수도,37427,99.79,0.21,-305.19,-5.13,-437.7,-5.12,0.02,0.02,43.24,43.24,18.6,2785,14977,-12192,3690,0,-8502,0,-8502,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1870,2015,사천시하수도,2731,99.72,0.28,-277.83,-4.63,-425.22,-4.62,0.02,0.02,47.1,47.1,19.01,2865,15047,-12182,4223,0,-7959,0,-7959,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1871,2016,사천시하수도,847,99.58,0.42,-214.2,-4.44,-319.56,-4.43,0.02,0.02,48.95,48.95,23.83,3753,15744,-11991,3954,0,-8037,0,-8037,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1872,2017,사천시하수도,2426,99.67,0.33,-161.88,-4.03,-258.18,-4.02,0.02,0.02,54.81,54.81,27.92,4700,16835,-12135,4527,0,-7608,0,-7608,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1873,2018,사천시하수도,171716,99.73,0.27,-113.76,-3.77,-191.17,-3.76,0.03,0.03,60.93,60.93,34.34,6481,18871,-12390,5017,0,-7373,0,-7373,기초,비수도권,경상남도,경상남도 사천시,직영,하수도
1876,2011,김해시하수도,251665.6,62.43,37.57,-103.71,-4.81,-4.81,-3.71,0.04,0.05,55.66,55.66,53.12,15275,28758,-13483,4607,6965,-15841,0,-15841,기초,비수도권,경상남도,경상남도 김해시,직영,하수도
1878,2013,김해시하수도,824193.6,57.61,73.57,-141.1,-7.99,-107.03,-4.79,0.03,0.06,47.86,47.86,48.3,18318,37924,-19606,5406,11647,-25847,0,-25847,기초,비수도권,경상남도,경상남도 김해시,직영,하수도
1879,2014,김해시하수도,5.11E+07,58.36,71.34,-146.69,-8.91,-113.2,-5.17,0.04,0.06,46.26,46.26,46.91,19899,42424,-22525,5227,11891,-29189,0,-29189,기초,비수도권,경상남도,경상남도 김해시,직영,하수도
1880,2015,김해시하수도,4.61E+07,60.12,66.34,-107.78,-7.45,-93.79,-4.42,0.04,0.07,53.83,53.83,51.6,22895,44369,-21474,5875,9078,-24677,0,-24677,기초,비수도권,경상남도,경상남도 김해시,직영,하수도
1881,2016,김해시하수도,6.00E+07,62.14,60.92,-54.5,-5.11,-50.89,-3.12,0.06,0.09,68.29,68.29,66.27,31908,48147,-16239,5543,6692,-17388,0,-17388,기초,비수도권,경상남도,경상남도 김해시,직영,하수도
1882,2017,김해시하수도,2.12E+08,65.75,52.1,-28.42,-3.2,-26.43,-2.05,0.07,0.11,80.18,80.18,79.09,40930,51748,-10818,6106,6918,-11630,0,-11630,기초,비수도권,경상남도,경상남도 김해시,직영,하수도
1885,2020,김해시하수도,514732.27,76.09,31.41,-32.63,-2.63,-41.28,-1.97,0.06,0.08,78.58,78.58,70.78,39987,56493,-16506,7890,4434,-13049,0,-13049,기초,비수도권,경상남도,경상남도 김해시,직영,하수도
1886,2011,진주시하수도,1794.46,98.95,1.06,-101.71,-3.25,-3.25,-3.21,0.03,0.03,57.16,57.16,44.02,9551,21699,-12148,3410,976,-9714,0,-9714,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1887,2012,진주시하수도,697.17,77.49,29.05,-202.31,-215.57,-6.63,-5.75,0.03,0.03,38.74,38.74,33.08,9633,29122,-19489,3499,4777,-20767,0,-20767,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1888,2013,진주시하수도,431.47,78.35,27.63,-170.03,-6.33,-163.11,-4.93,0.03,0.04,43.56,43.56,38.01,11885,31272,-19387,3712,4534,-20209,0,-20209,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1889,2014,진주시하수도,279.6,64.07,56.09,-231.58,-8.34,-199.53,-5.87,0.03,0.04,35.97,35.97,33.39,11852,35501,-23649,3569,7367,-27447,0,-27447,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1890,2015,진주시하수도,362.58,66.12,51.24,-217.53,-8.7,-176.48,-5.66,0.03,0.04,36.92,36.92,36.17,13846,38281,-24435,3784,9468,-30119,0,-30119,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1891,2016,진주시하수도,501,69,46,-128,-6,-108,-4,0,0,49,49,48,18623,38703,-20080,3997,7805,-23888,0,-23888,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1892,2017,진주시하수도,628.86,71.19,40.46,-117.36,-5.97,-103.77,-4.18,0.04,0.05,50.6,50.6,49.08,20218,41198,-20980,4083,6830,-23727,0,-23727,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1893,2018,진주시하수도,476.41,71.67,39.54,-120.01,-5.94,-121.64,4.25,0.04,0.05,53.31,53.31,45.12,20075,44494,-24419,7433,7106,-24092,0,-24092,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1894,2019,진주시하수도,395.4,72.88,37.21,-133.12,-6.64,-134.76,-4.8,0.04,0.05,49.11,49.11,42.6,19946,46826,-26880,5676,5348,-26552,0,-26552,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1895,2020,진주시하수도,314.44,74.2,34.77,-160.64,-7.36,-160.71,-5.41,0.03,0.05,43.21,43.21,38.36,18374,47901,-29528,4082,4070,0,0,-29515,기초,비수도권,경상남도,경상남도 진주시,직영,하수도
1896,2011,창원시하수도,15177,78.22,27.85,-133.32,-6.52,-128.64,-5.72,0.04,0.05,44.94,44.94,43.74,26728,61112,-34384,2357,3605,-35632,0,-35632,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1897,2012,창원시하수도,4123,78.1,28.3,-174.6,-8.99,-157.31,-7.03,0.04,0.05,38,38,38.86,27636,71110,-43474,1942,6720,-48252,0,-48252,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1898,2013,창원시하수도,6077,78.31,27.69,-137.19,-7.58,-117.96,-5.93,0.04,0.06,43.49,43.49,45.88,28831,62840,-34009,1607,7151,-39553,0,-39553,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1899,2014,창원시하수도,4079,78.72,27.03,-57.95,-5.3,-47.04,-4.16,0.07,0.09,64.36,64.36,68.01,46963,69056,-22093,2178,7299,-27214,0,-27214,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1900,2015,창원시하수도,2337512,79.91,25.14,-20.47,-1.92,-48.63,-1.52,0.07,0.09,87.38,87.38,67.28,48609,72246,-23637,20321,6636,-9952,0,-9952,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1901,2016,창원시하수도,28415,80.93,23.56,-23.01,-2.71,-18.82,-2.18,0.09,0.12,81.81,81.81,84.16,62550,74322,-11772,2170,4793,-14395,0,-14395,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1902,2017,창원시하수도,16805,81.8,22.26,-34.91,-3.85,-33.58,-3.14,0.09,0.11,74.83,74.83,74.86,59036,78862,-19826,2241,3025,-20610,0,-20610,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1903,2018,창원시하수도,-58041,83.39,19.92,-12.59,-1.63,-12.02,-1.35,0.11,0.13,89.17,89.17,89.27,70809,79321,-8512,2536,2936,-8912,0,-8912,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1904,2019,창원시하수도,-194033,85.8,16.55,-16.09,-1.88,-21.92,-1.59,0.12,0.1,87.21,87.21,82.02,69255,84437,-15182,6699,2657,-11140,0,-11140,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1905,2020,창원시하수도,-158246,87.18,14.7,-35.27,-3.6,-35.87,-3.11,0.1,0.09,74.74,74.74,73.6,65359,88804,-23445,2858,2467,0,0,-23054,기초,비수도권,경상남도,경상남도 창원시,직영,하수도
1906,2011,영주시하수도,202.5,95.8,4.4,-248.2,-7.3,-7.3,-6.9,0.03,0.03,48.4,48.4,21.1,1644,7777,-6133,2187,135,-4081,0,-4081,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1907,2012,영주시하수도,379.1,97.9,2.2,-291.1,-7.9,-7.7,-7.7,0.03,3,44.9,44.9,19.1,1633,8549,-6916,2239,78,-4755,0,-4755,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1908,2013,영주시하수도,2483.2,99.5,0.5,-214.9,-5,-347.8,-5,0.02,0.02,52.8,52.8,22.3,1776,7952,-6176,2493,134,-3817,0,-3817,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1909,2014,영주시하수도,655.3,56.8,76,-579.2,-11.4,-593.3,-80.6,0.01,0.02,33.2,33.2,14.4,1923,13334,-11411,3608,3336,-11139,0,-11139,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1910,2015,영주시하수도,228.9,47.9,108.9,-637.4,-12.4,-628.8,-6.4,0,0,35.2,35.2,13.7,2114,15407,-13293,5216,5396,-13473,0,-13473,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1911,2016,영주시하수도,155.1,47.8,109.3,-746.7,-14.8,746.7,-7.1,0.01,0.02,38.5,38.5,11.8,2403,20343,-17940,7747,6009,-16202,0,-16202,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1912,2017,영주시하수도,75.3,47.1,112.5,-575.6,-14.7,-575.6,-7,0.01,0.03,42.4,42.4,12.9,2652,20567,-17915,8598,5950,-15267,0,-15267,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1913,2018,영주시하수도,57.1,47.1,112.2,-661.5,-18.1,-661.5,-8.7,0.01,0.02,30.8,30.8,13.6,2707,19974,-17267,5280,5919,-17906,0,-17906,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1914,2019,영주시하수도,53.5,45.4,120.2,-652.2,-21.9,-733.6,-10.1,0.01,0.03,32.2,32.2,13.2,2789,20952,-18163,6908,9206,-20461,0,-20461,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1915,2020,영주시하수도,76.2,45.7,118.7,608.4,17.9,679.7,8.1,0.01,0.03,38.7,38.7,12.8,2612,20368,-17756,7408,5546,0,0,-15893,기초,비수도권,경상북도,경상북도 영주시,직영,하수도
1916,2011,상주시하수도,408.99,88.96,12.41,-269.97,-7.2,-6.22,-5.53,0.02,0.03,53.5,53.49,19.3,1161,6014,-4853,2193,256,-2916,0,-2916,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1917,2012,상주시하수도,666.94,21.65,361.81,-2334.68,-101.95,-101.95,-21.86,0.01,0.04,8.88,8.88,8.63,1050,12167,-11117,1323,14555,-24349,0,-24349,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1918,2013,상주시하수도,201,33.9,195.4,-1710.2,-60,-1008.5,-16.6,0.01,0.04,14.1,14.1,9.1,1072,11824,-10752,1909,9389,-18232,0,-18232,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1919,2014,상주시하수도,83.01,14.7,580.14,-1891.41,-69.69,-1256.36,-15.76,0.01,0.04,11.66,11.66,7.37,1095,14853,-13758,1640,8594,-20712,0,-20712,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
